order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit,kmeans_cluster,hierarchical_cluster
4405,Women,Training,Flex Trainer,XL,-1.0,,1.24,0.0,2025/02/24,Retail,Pune,3373.28,0,5
4408,Kids,Training,Metcon 7,XL,1.0,3409.83,,0.0,,Online,bengaluru,1822.0,0,1
4410,Men,Basketball,Kyrie Flytrap,XL,-1.0,5967.57,1.1,596.76,2024-01-26,Retail,Mumbai,-1011.68,2,4
4412,Kids,Lifestyle,Blazer Mid,XL,1.0,,,0.0,2025/05/25,Online,Kolkata,3452.75,0,1
4418,Women,Training,Metcon 7,XL,2.0,3139.93,0.46,3391.12,,Online,Kolkata,3548.13,4,1
4420,Women,Lifestyle,Blazer Mid,L,4.0,4904.79,1.19,-3727.64,2023-11-08,Retail,Pune,2633.82,4,3
4423,Men,Running,Free RN,6,1.0,5381.5,,0.0,03-01-2025,Retail,Pune,57.84,2,2
4425,Women,Running,Air Zoom,L,0.0,4034.25,,0.0,2023-09-04,Retail,Delhi,363.8,2,4
4426,Men,Lifestyle,Blazer Mid,M,1.0,,,0.0,02-12-2024,Online,Pune,2133.39,0,1
4427,Women,Lifestyle,Dunk Low,,2.0,8546.9,,0.0,04-11-2024,Retail,Pune,-357.43,1,2
4428,Kids,Lifestyle,Waffle One,,2.0,,,0.0,2025-04-04,Online,Hyderabad,2700.85,4,1
4429,Kids,Soccer,Premier III,XL,2.0,,0.49,0.0,2025/01/18,Retail,Kolkata,3905.15,4,1
4430,Kids,Basketball,Kyrie Flytrap,L,2.0,,0.15,0.0,2025/05/16,Retail,Bangalore,3590.87,4,1
4433,Men,Soccer,Phantom GT,M,4.0,4840.5,,0.0,,Retail,Hyderabad,3226.65,4,3
4434,Men,Basketball,Zoom Freak,L,3.0,3844.82,,0.0,2025/02/09,Online,hyderbad,-289.83,1,2
4436,Men,Training,SuperRep Go,M,4.0,2720.7,,0.0,2025/04/08,Online,Pune,-818.53,1,2
4437,Men,Basketball,Kyrie Flytrap,XL,2.0,,,0.0,2023-11-25,Retail,Hyderabad,3972.33,4,1
4438,Men,Basketball,Zoom Freak,,3.0,,,0.0,,Retail,Delhi,-735.65,1,2
4439,Women,Lifestyle,Dunk Low,,0.0,,,0.0,22-04-2025,Retail,Hyd,-324.47,2,4
4441,Kids,Soccer,Premier III,L,3.0,,,0.0,2024-05-05,Retail,Kolkata,2036.39,4,3
4443,Men,Lifestyle,Dunk Low,9,3.0,7953.0,1.21,-5010.39,2025/05/12,Retail,Hyd,-665.22,1,2
4444,Men,Running,React Infinity,7,4.0,,0.36,0.0,2024/10/04,Online,Kolkata,243.39,1,3
4445,Women,Training,Metcon 7,XL,1.0,5915.27,0.12,5205.44,2024/12/15,Retail,Mumbai,3456.95,5,1
4446,Men,Soccer,Mercurial Superfly,M,2.0,3469.31,0.28,4995.81,2025/01/26,Retail,Pune,2671.58,5,1
4447,Kids,Running,Free RN,XL,0.0,,,0.0,2024-12-12,Retail,Delhi,1574.91,0,5
2030,Women,Basketball,Air Jordan,11,2.0,,,0.0,10-06-2025,Retail,Mumbai,2717.93,4,1
4449,Men,Lifestyle,Air Force 1,9,0.0,5053.29,,0.0,2025/02/24,Retail,Kolkata,3206.34,0,5
4450,Men,Lifestyle,Air Force 1,,1.0,4745.48,,0.0,,Retail,Mumbai,174.49,2,2
4451,Women,Lifestyle,Dunk Low,,0.0,2049.73,,0.0,08-11-2024,Online,Pune,2543.16,0,5
4452,Women,Lifestyle,Blazer Mid,M,1.0,,,0.0,2025/04/27,Online,bengaluru,-86.63,2,2
4453,Men,Training,Flex Trainer,XL,1.0,,,0.0,26-05-2025,Retail,bengaluru,2814.75,0,1
4455,Women,Basketball,Kyrie Flytrap,12,3.0,8629.75,,0.0,,Online,Mumbai,2417.15,4,3
4456,Women,Basketball,Kyrie Flytrap,XL,1.0,,0.32,0.0,2023-12-16,Retail,Hyderabad,450.51,2,1
2019,Men,Lifestyle,Air Force 1,L,-1.0,2452.52,0.12,-2158.22,26-07-2024,Retail,Hyd,-1199.45,2,4
4459,Men,Training,SuperRep Go,,-1.0,,0.59,0.0,,Online,Kolkata,3055.56,0,5
4460,Women,Soccer,Tiempo Legend,M,-1.0,9682.2,,0.0,,Online,hyderbad,570.42,2,4
4463,Men,Soccer,Premier III,11,3.0,8317.53,0.6,9981.04,07-06-2025,Retail,Pune,1821.65,5,0
2019,Men,Basketball,LeBron 20,,3.0,,0.85,0.0,2024/08/13,Online,Delhi,347.96,1,2
4468,Men,Soccer,Premier III,XL,3.0,6077.13,1.13,-2370.08,2023-11-27,Online,Mumbai,3173.31,4,3
4472,Women,Basketball,LeBron 20,,2.0,6833.94,,0.0,2024-08-12,Online,Hyd,-151.52,1,2
4478,Women,Lifestyle,Air Force 1,,4.0,7748.38,,0.0,,Retail,Kolkata,3416.84,4,3
4482,Kids,Soccer,Phantom GT,L,2.0,,,0.0,2024-07-16,Online,Mumbai,-742.03,1,2
4484,Men,Basketball,Air Jordan,11,3.0,5981.92,0.8,3589.15,2024/12/12,Retail,hyderbad,-751.05,1,2
4488,Women,Training,Flex Trainer,8,2.0,,,0.0,2024/12/16,Retail,Pune,3045.38,4,1
4489,Kids,Lifestyle,Blazer Mid,9,3.0,,1.15,0.0,2025-04-02,Retail,bengaluru,1890.99,4,3
4490,Women,Training,Metcon 7,L,0.0,,,0.0,23-02-2025,Online,Kolkata,-1173.84,2,4
4491,Women,Running,Pegasus Turbo,M,0.0,,,0.0,,Online,Kolkata,3066.85,0,5
4493,Women,Lifestyle,Blazer Mid,XL,4.0,,,0.0,2024-10-04,Online,Mumbai,321.24,1,3
4495,Kids,Basketball,Kyrie Flytrap,XL,3.0,,,0.0,2025-05-14,Online,Pune,2.97,1,2
4496,Men,Basketball,Kyrie Flytrap,L,-1.0,,,0.0,,Online,Hyd,-487.36,2,4
4498,Women,Training,ZoomX Invincible,,4.0,5358.7,,0.0,11-12-2024,Online,Mumbai,3352.29,4,3
